RADIO,PERSONAS,decil_NSE
064340707,4069,7
064340708,526,5
064340709,578,5
064340710,670,6
064340711,539,1
064340801,635,6
064340802,1398,6
064340803,737,5
064340804,1057,6
064340805,938,4
064340806,1730,5
064340807,873,2
064340808,349,1
064340809,1065,1
064340810,1434,1
064340811,1250,2
064340812,1706,1
064340813,1210,3
064340814,737,4
064340815,1515,3
064340816,1361,1
064340901,918,3
064340902,1349,1
064340903,1377,2
064340904,882,1
064340905,823,2
064340906,1086,3
064340907,1051,4
064340908,1024,3
064340909,1174,2
064340910,1050,5
064340911,851,5
064340912,928,2
064340913,996,2
064340914,1384,2
064340915,1213,5
064340916,1142,2
064340917,750,4
064340918,1055,4
064341001,1005,3
064341002,509,6
064341003,600,7
064341004,705,3
064341005,725,5
064341006,1032,4
064341007,1049,5
064341008,1072,6
064341009,1151,6
064341010,1197,6
064341011,1608,3
064341012,1045,4
064341101,1048,5
064341102,1331,3
064341103,815,5
064341104,922,6
064341105,806,6
064341106,884,2
064341107,647,3
064341108,774,4
064341109,854,3
064341110,600,4
064341111,948,2
064341112,1192,5
064341113,1159,5
064341114,804,6
064341201,991,6
064341202,1132,7
064341203,953,7
064341204,1053,7
064341205,927,6
064341206,1133,6
064341207,1273,5
064341208,880,6
064341301,980,8
064341302,648,9
064341303,798,8
064341304,556,7
064341305,1066,7
064341306,765,8
064341307,825,8
064341308,1054,7
064341309,1023,8
064341310,1014,6
064341311,1379,4
064341312,1074,4
064341401,796,8
064341402,604,9
064341403,648,9
064341404,819,8
064341405,705,9
064341406,873,8
064341407,950,8
064341408,926,7
064341501,440,10
064341502,664,10
064341503,358,9
064341504,605,9
064341505,636,9
064341506,500,10
064341507,589,9
064341508,578,10
064341509,491,9
064341510,429,9
064341511,389,10
064341512,370,10
064341513,905,9
064341514,676,9
064341515,808,9
064341601,913,7
064341602,801,9
064341603,847,9
064341604,539,9
064341605,477,10
064341606,502,9
064341607,650,9
064341608,557,9
064341609,943,9
064341610,1225,9
064341611,941,9
064341612,1156,8
064341613,1096,8
064341701,745,8
064341702,913,7
064341703,958,7
064341704,826,8
064341705,787,8
064341706,571,9
064341707,439,8
064341708,720,8
064341709,660,9
064341710,331,9
064341711,740,9
064341801,1185,8
064341802,693,8
064341803,1123,7
064341804,609,8
064341805,853,9
064341806,898,9
064341807,444,9
064341808,613,9
064341809,490,10
064341810,348,10
064341811,414,10
064341812,500,9
064341813,798,10
064341814,260,10
064341901,982,8
064341902,1040,7
064341903,1050,7
064341904,879,8
064341905,1032,8
064341906,963,6
064341907,861,7
064341908,685,7
064341909,769,9
064342001,715,8
064342002,1034,7
064342003,1138,8
064342004,546,8
064342005,852,8
064342006,1189,7
064342007,735,8
064342008,976,7
064342009,824,7
064342010,829,6
064342101,985,7
064342102,734,7
064342103,723,8
064342104,569,8
064342105,739,7
064342106,653,6
064342107,577,8
064342108,766,7
064342109,606,6
064342110,557,8
064342111,590,7
064342112,959,6
064342113,967,5
064342201,1024,3
064342202,1001,3
064342203,646,4
064342204,1080,5
064342205,845,7
064342206,1017,5
064342207,752,6
064342208,1091,3
064342209,1332,4
064342210,1520,5
064342211,930,6
064342212,911,6
064342213,1138,8
064342214,941,5
064342301,1184,2
064342302,1007,2
064342303,1345,1
064342304,1486,3
064342305,1393,2
064342306,1476,3
064342307,611,5
064342308,1340,3
064342309,975,4
064342310,924,3
064342311,1391,3
064342312,965,3
064342313,43,3
064342314,968,1
064342315,1104,4
064342401,827,5
064342402,592,5
064342403,551,4
064342404,707,5
064342405,755,7
064342406,715,5
064342407,700,6
064342408,1351,4
064342409,851,8
064342410,822,7
064342501,1299,6
064342502,626,3
064342503,540,3
064342504,637,4
064342505,765,5
064342506,941,5
064342507,1102,3
064342508,1055,5
064342509,717,5
064342510,852,5
064342511,929,6
064342512,707,6
064342513,871,5
064342514,770,6
064342515,687,4
064342516,1056,4
064342517,801,4
064342518,651,3
064342601,1389,1
064342602,681,1
064342603,1455,1
064342604,1448,1
064342605,529,3
064342606,514,3
064342607,715,3
064342608,1127,1
064342609,860,1
064342610,1318,3
064342611,835,1
064342612,810,2
064342613,1350,3
064342614,1285,3
064342615,663,3
064342616,995,3
064342617,1093,3
064342618,1305,3
064342619,1363,1
064342701,871,5
064342702,943,8
064342703,1248,6
064342704,884,3
064342705,572,5
064342706,1036,4
064342707,928,6
064342708,863,6
064342709,1124,5
064342710,1520,4
064342801,1194,7
064342802,1327,4
064342803,1530,1
064342804,1017,4
064342805,856,4
064342806,1081,5
064342807,826,3
064342808,1549,6
064342809,1271,7
064342810,1183,6
064342811,711,4
064342812,758,6
064342813,694,7
064342814,949,6
064342901,1036,7
064342902,1165,7
064342903,900,7
064342904,861,7
064342905,824,6
064342906,811,6
064342907,999,7
064342908,874,8
064342909,1040,7
064342910,611,3
064342911,581,6
064343001,740,8
064343002,643,8
064343003,806,8
064343004,933,7
064343005,904,8
064343006,929,8
064343007,988,8
064343008,649,9
064343009,904,8
064343101,1066,9
064343102,613,9
064343103,695,9
064343104,609,8
064343105,936,9
064343106,623,10
064343107,445,9
064343108,437,9
064343109,493,10
064343110,387,10
064343111,439,10
064343112,524,10
064343113,644,10
064343114,561,10
064343115,347,10
064343201,950,9
064343202,713,10
064343203,480,9
064343204,319,10
064343205,453,10
064343206,425,10
064343207,864,9
064343208,772,9
064343209,988,8
064343210,934,8
064343211,695,9
064343212,626,9
064343213,729,9
064343301,851,7
064343302,1061,7
064343303,985,7
064343304,676,8
064343305,881,7
064343306,984,7
064343307,954,7
064343308,682,7
064343401,981,7
064343402,1099,7
064343403,881,7
064343404,700,3
064343405,700,6
064343406,803,6
064343407,829,5
064343408,665,5
064343409,585,6
064343410,1084,6
064343411,1048,5
064343412,1721,5
064343413,1122,7
064343414,1190,2
064343501,1080,8
064343502,546,6
064343503,538,7
064343504,1485,5
064343505,428,7
064343506,866,7
064343507,841,5
064343508,1521,2
064343509,855,5
064343510,1087,3
064343511,1101,3
064343512,634,5
064343513,999,6
064343601,1067,1
064343602,1136,7
064343603,975,7
064343604,920,7
064343605,856,7
064343606,1047,6
064343607,708,8
064343608,755,6
064343701,643,8
064343702,767,8
064343703,664,7
064343704,882,8
064343705,929,9
064343706,921,9
064343707,847,8
064343708,661,9
064343801,466,9
064343802,879,8
064343803,815,9
064343804,862,9
064343805,592,10
064343806,892,8
064343807,489,9
064343808,915,9
064343809,719,9
064343901,704,9
064343902,627,8
064343903,782,8
064343904,615,8
064343905,852,9
064343906,772,8
064343907,814,8
064343908,460,8
064343909,948,1
064344001,1078,7
064344002,1027,7
064344003,601,5
064344004,425,7
064344005,573,8
064344006,654,9
064344007,706,9
064344008,963,8
064344101,778,9
064344102,775,8
064344103,1080,8
064344104,1030,5
064344105,922,8
064344106,1095,5
064344107,562,7
064344108,1062,7
064344201,1146,3
064344202,1084,6
064344203,597,7
064344204,898,4
064344205,814,5
064344206,919,5
064344207,790,6
064344208,968,6
064344301,1064,8
064344302,814,6
064344303,1074,8
064344304,833,6
064344305,754,7
064344306,853,8
064344307,812,8
064344308,677,8
064344401,549,4
064344402,884,2
064344403,856,5
064344404,614,6
064344405,1246,3
064344406,1826,1
064344407,1411,5
064344408,690,6
064344409,605,2
064344410,830,6
064344411,759,6
064344412,1142,8
064344501,1081,6
064344502,1756,3
064344503,1167,3
064344504,1134,4
064344505,1269,4
064344506,822,1
064344507,1214,4
064344508,1261,4
064344509,872,4
064344510,876,5
064344511,1088,6
064344512,1609,6
064410101,852,6
064410102,806,6
064410103,712,4
064410104,712,6
064410105,559,6
064410106,492,6
064410107,606,6
064410108,506,7
064410109,797,7
064410110,933,8
064410111,561,7
064410112,702,8
064410113,785,6
064410201,436,9
064410202,423,10
064410203,601,10
064410204,439,10
064410205,459,10
064410206,890,9
064410207,707,10
064410208,99,7
064410209,839,10
064410210,875,8
064410211,587,6
064410301,576,6
064410302,1088,7
064410303,432,7
064410304,569,7
064410305,607,7
064410306,659,8
064410307,838,9
064410308,581,8
064410401,909,9
064410402,1202,7
064410403,953,7
064410404,456,9
064410405,489,7
064410406,536,10
064410407,659,10
064410408,594,10
064410409,607,10
064410410,518,10
064410411,713,10
064410412,666,9
064410413,495,9
064410414,494,9
064410501,672,9
064410502,642,10
064410503,530,10
064410504,520,10
064410505,346,9
064410506,606,8
064410507,316,9
064410508,445,9
064410509,364,10
064410601,521,10
064410602,314,10
064410603,396,9
064410604,354,10
064410605,627,9
064410606,377,9
064410607,446,10
064410608,355,10
064410609,601,10
064410701,285,8
064410702,420,10
064410703,579,10
064410704,483,9
064410705,575,10
064410706,368,10
064410707,464,10
064410708,320,10
064410709,491,10
064410801,628,10
064410802,449,9
064410803,210,10
064410804,286,8
064410805,284,9
064410806,93,5
064410807,333,8
064410808,430,10
064410809,431,10
064410901,325,10
064410902,599,10
064410903,450,9
064410904,624,10
064410905,471,10
064410906,653,10
064410907,577,10
064410908,488,10
064410909,437,10
064410910,143,10
064410911,405,10
064410912,508,10
064410913,578,9
064410914,400,10
064411001,1163,6
064411002,568,9
064411003,637,8
064411004,478,9
064411005,435,8
064411006,908,8
064411007,480,9
064411008,598,9
064411009,881,10
064411010,480,10
064411011,495,9
064411012,510,10
064411013,568,9
064411014,398,10
064411015,380,9
064411101,557,9
064411102,610,8
064411103,477,8
064411104,425,9
064411105,539,9
064411106,432,9
064411107,488,8
064411108,414,10
064411109,426,9
064411110,376,10
064411111,659,9
064411112,894,8
064411113,722,9
064411114,655,9
064411115,426,8
064411116,420,10
064411201,387,10
064411202,422,10
064411203,301,10
064411204,421,10
064411205,660,9
064411206,384,9
064411207,458,9
064411208,225,9
064411209,300,10
064411210,211,9
064411211,493,10
064411212,334,10
064411213,368,10
064411214,335,10
064411215,304,9
064411216,293,10
064411301,361,10
064411302,511,9
064411303,176,10
064411304,550,9
064411305,265,10
064411306,334,9
064411307,454,10
064411308,403,10
064411309,517,10
064411401,304,8
064411402,291,10
064411403,365,10
064411404,504,9
064411405,555,10
064411406,324,8
064411407,412,9
064411408,471,10
064411409,403,8
064411501,524,10
064411502,546,10
064411503,458,10
064411504,565,9
064411505,550,10
064411506,414,9
064411507,479,9
064411508,351,10
064411509,615,10
064411510,614,10
064411511,476,9
064411512,391,8
064411601,733,9
064411602,500,8
064411603,474,8
064411604,479,8
064411605,470,8
064411606,882,7
064411607,944,8
064411608,524,7
064411609,646,7
064411610,992,8
064411611,888,9
064411612,629,9
064411613,389,9
064411614,736,9
064411615,190,8
064411701,453,8
064411702,537,8
064411703,688,8
064411704,538,7
064411705,815,8
064411706,956,7
064411707,493,8
064411708,544,8
064411709,458,8
064411710,485,8
064411711,528,7
064411712,779,7
064411713,597,6
064411801,294,10
064411802,392,10
064411803,326,10
064411804,394,9
064411805,575,9
064411806,428,9
064411807,518,9
064411808,649,9
064411809,594,10
064411810,576,8
064411811,844,8
064411812,461,9
064411813,434,9
064411901,653,10
064411902,714,9
064411903,534,9
064411904,486,9
064411905,314,8
064411906,594,9
064411907,484,9
064411908,387,7
064411909,422,9
064411910,407,9
064411911,537,7
064412001,730,8
064412002,509,8
064412003,566,9
064412004,370,10
064412005,440,10
064412006,528,9
064412007,401,9
064412008,474,10
064412009,539,10
064412010,377,9
064412011,261,10
064412012,301,10
064412013,271,10
064412014,91,10
064412015,323,9
064412016,283,9
064412017,353,9
064412101,470,8
064412102,499,8
064412103,915,7
064412104,882,7
064412105,827,7
064412106,467,8
064412107,469,9
064412108,435,9
064412109,470,8
064412110,532,7
064412111,449,7
064412112,494,9
064412113,830,9
064412114,503,9
064412115,853,8
064412201,611,8
064412202,789,6
064412203,867,8
064412204,898,7
064412205,801,7
064412206,580,6
064412207,597,6
064412208,720,7
064412209,688,6
064412301,597,8
064412302,449,7
064412303,565,8
064412304,467,8
064412305,593,7
064412306,541,8
064412307,710,7
064412308,576,7
064412309,394,6
064412401,459,6
064412402,553,6
064412403,522,7
064412404,563,8
064412405,1071,6
064412406,721,7
064412407,459,8
064412408,454,7
064412409,639,8
064412410,426,8
064412411,1061,8
064412501,458,9
064412502,610,9
064412503,481,7
064412504,393,7
064412505,780,8
064412506,556,8
064412507,502,8
064412508,582,8
064412509,469,8
064412510,673,8
064412601,544,7
064412602,537,9
064412603,530,7
064412604,415,9
064412605,470,7
064412606,816,7
064412607,695,7
064412608,395,7
064412609,515,7
064412610,1032,7
064412611,555,8
064412612,577,7
064412613,528,7
064412614,653,8
064412701,845,7
064412702,989,7
064412703,907,7
064412704,867,7
064412705,1035,6
064412706,561,6
064412707,595,7
064412708,959,6
064412709,959,6
064412801,586,6
064412802,806,7
064412803,559,6
064412804,400,7
064412805,553,6
064412806,518,6
064412807,449,6
064412808,562,6
064412809,635,6
064412810,634,7
064412811,833,7
064412812,1009,6
064412813,936,5
064412901,513,7
064412902,542,6
064412903,623,6
064412904,530,7
064412905,642,8
064412906,512,7
064412907,588,6
064412908,544,6
064412909,739,8
064412910,528,7
064412911,480,6
064412912,490,6
064412913,871,7
064412914,1047,7
064413001,1039,3
064413002,1166,4
064413003,865,6
064413004,1078,6
064413005,760,6
064413006,1041,6
064413007,509,6
064413008,676,6
064413009,921,3
064413101,1199,5
064413102,701,4
064413103,616,6
064413104,489,5
064413105,527,5
064413106,804,5
064413107,675,5
064413108,544,6
064413109,687,5
064413110,608,5
064413111,1170,5
064413112,831,6
064413113,606,5
064413114,760,4
064413115,682,5
064413116,677,5
064413201,566,5
064413202,550,6
064413203,1166,4
064413204,1280,5
064413205,1161,5
064413206,891,5
064413207,991,4
064413208,989,4
064413209,721,3
064413210,892,3
064413211,1216,3
064413301,879,6
064413302,467,5
064413303,785,5
064413304,638,5
064413305,825,3
064413306,1298,3
064413307,701,5
064413308,618,5
064413309,1149,6
064413310,896,5
064413311,1250,5
064413401,621,4
064413402,775,4
064413403,1284,4
064413404,794,5
064413405,987,5
064413406,777,5
064413407,750,5
064413408,971,6
064413409,678,7
064413410,748,4
064413411,772,3
064413412,535,4
064413413,1085,2
064413414,1060,1
064413415,1820,1
064413501,1198,3
064413502,1189,5
064413503,540,5
064413504,556,6
064413505,1172,4
064413506,725,3
064413507,907,2
064413508,1234,5
064413509,1130,5
064413510,1211,4
064413511,1315,6
064413512,998,4
064413513,1021,4
064413514,941,5
064413515,1583,2
064413516,2646,1
064413601,815,5
064413602,2148,4
064413603,680,4
064413604,676,4
064413605,1076,4
064413606,1408,1
064413607,900,3
064413608,753,5
064413609,1008,3
064413610,1163,4
064413611,1030,3
064413612,1181,2
064413701,1206,1
064413702,1388,2
064413703,848,1
064413704,837,1
064413705,1360,1
064413706,1235,2
064413707,750,3
064413708,978,2
064413709,1099,4
064413710,1436,3
064413711,1466,2
064413712,1326,2
064413713,925,1
064413714,1217,1
064413801,1637,5
064413802,920,2
064413803,905,2
064413804,801,1
064413805,940,3
064413806,1238,4
064413807,1130,4
064413808,760,1
064413809,1167,1
064413810,946,2
064413901,825,5
064413902,623,5
064413903,706,6
064413904,823,3
064413905,811,5
064413906,960,4
064413907,898,3
064413908,948,4
064413909,892,4
064413910,1523,2
064414001,904,4
064414002,873,3
064414003,660,7
064414004,649,5
064414005,553,4
064414006,1058,4
064414007,987,4
064414008,940,2
064414009,991,1
064414010,1342,2
064414011,1335,2
064414012,1275,1
064414013,1617,2
064414101,2266,1
064414102,1314,1
064414103,1341,1
064414104,1406,3
064414105,1370,4
064414106,956,2
064414107,1023,2
064414108,1569,2
064414109,1277,1
064414110,1141,1
064414111,418,1
064414112,724,2
064414201,2057,1
064414202,818,1
064414203,1359,2
064414204,1247,1
064414205,1407,1
064414206,1680,1
064414207,1472,1
064414208,817,3
064414209,1041,3
064414210,1771,1
064414211,1021,2
064414212,922,4
064414213,507,2
064414214,521,1
064414215,2009,1
064414216,2247,1
064414217,1428,2
064414218,1345,4
064414219,2340,2
064414301,837,4
064414302,876,5
064414303,729,5
064414304,999,5
064414305,727,3
064414306,1059,4
064414307,789,3
064414308,882,4
064414309,1166,4
064414310,1485,1
064414311,831,4
064414312,738,3
064414313,835,4
064414314,1164,2
064414315,1674,2
064414401,891,3
064414402,831,3
064414403,1416,1
064414404,879,3
064414405,1032,4
064414406,995,3
064414407,1378,2
064414408,912,1
064414409,1000,1
064414410,2571,1
064414501,764,4
064414502,869,4
064414503,957,3
064414504,1313,2
064414505,932,2
064414506,1081,2
064414507,1129,2
064414508,1097,1
064414509,1355,1
064414510,1341,1
064414511,1482,1
064414601,988,2
064414602,1198,2
064414603,962,3
064414604,877,5
064414605,836,3
064414606,677,6
064414607,884,6
064414608,1064,3
064414609,1167,2
064414701,1787,3
064414702,1270,3
064414703,1071,2
064414704,1430,5
064414705,1154,5
064414706,929,5
064414707,1535,4
064414708,1149,3
064414709,2126,2
064414710,1067,1
064414801,988,5
064414802,600,5
064414803,679,2
064414804,1258,6
064414805,593,6
064414806,906,3
064414807,949,3
064414808,618,3
064414809,680,5
064414901,907,7
064414902,732,8
064414903,807,8
064414904,559,8
064414905,468,8
064414906,646,7
064414907,732,7
064414908,521,8
064414909,622,8
064414910,479,6
064415001,553,4
064415002,558,5
064415003,1101,6
064415004,555,6
064415005,544,7
064415006,616,7
064415007,469,7
064415008,618,6
064415009,688,7
064415010,695,7
064415101,2383,1
064415102,985,2
064415103,606,5
064415104,910,4
064415105,1188,4
064415106,652,1
064415107,783,3
064415108,785,6
064415109,573,7
064415110,463,7
064415111,649,8
064415112,524,7
064415113,616,5
064415114,641,7
064415115,609,6
064415116,501,1
064415117,1221,5
064415118,1016,5
064415201,1211,1
064415202,731,4
064415203,573,6
064415204,1239,3
064415205,978,3
064415206,563,5
064415207,982,5
064415208,830,4
064415209,532,5
064415210,663,6
064415301,602,7
064415302,1114,6
064415303,549,6
064415304,895,6
064415305,1399,2
064415306,665,5
064415307,609,5
064415308,872,6
064415309,1139,5
064415310,1630,1
064415401,1016,7
064415402,965,5
064415403,902,6
064415404,690,8
064415405,1162,8
064415406,435,8
064415407,707,8
064415408,480,10
064415409,593,8
064415410,936,9
064415411,641,7
064415412,1010,7
064415413,407,7
064415414,843,4
064415415,700,1
064415416,772,2
064415417,1163,5
064415418,955,8
064415501,1806,3
064415502,1889,2
064415503,763,3
064415504,774,2
064415505,1104,5
064415506,1083,9
064415507,737,7
064415508,1079,7
064415509,839,6
064415510,448,3
064415511,755,2
064415601,878,10
064415602,1175,9
064415603,576,10
064415604,771,9
064415605,1210,9
064415606,1194,7
064415607,920,8
064415608,1338,8
064415701,106,3
064415702,814,4
064415704,740,8
064415705,1233,5
064415706,1360,5
064415707,1591,3
064415708,844,7
064415709,888,5
064415710,885,4
064415711,1145,7
064415712,1055,8
064415713,798,8
064415801,692,9
064415802,710,8
064415803,820,8
064415804,493,8
064415805,473,9
064415806,542,9
064415807,822,7
064415808,529,8
064415901,677,8
064415902,748,9
064415903,599,9
064415904,835,8
064415905,660,8
064415906,662,8
064415907,953,7
064415908,1084,5
064415909,860,8
064415910,1191,6
064416001,1156,6
064416002,666,7
064416003,827,6
064416004,1264,3
064416005,1540,2
064416006,745,7
064416007,1033,3
064416008,728,6
064416009,1193,6
064416010,929,9
064416101,618,5
064416102,684,4
064416103,729,4
064416104,692,3
064416105,866,6
064416106,1238,6
064416107,847,8
064416108,355,6
064416109,737,7
064416110,672,6
064416111,844,7
064416112,858,5
064416201,343,6
064416202,871,4
064416203,708,4
064416204,843,5
064416205,175,5
064416206,733,5
064416207,605,6
064416208,1041,5
064416209,626,6
064416210,650,4
064416211,1569,4
064416212,579,6
064416213,1350,2
064416301,662,7
064416302,668,6
064416303,867,6
064416304,1018,4
064416305,567,6
064416306,1002,6
064416307,718,5
064416308,565,4
064416309,502,6
064416310,753,4
064416311,451,3
064416401,1314,3
064416402,460,1
064416403,604,2
064416404,599,1
064416405,508,1
064416406,562,1
064416407,482,3
064416409,1412,2
064416410,127,5
064416411,604,3
064416412,372,4
064416413,329,10
064416414,552,9
064416415,1161,7
064416416,491,7
064416417,1362,1
064416418,663,10
064416419,1171,3
064416502,633,1
064416504,140,2
064416505,360,1
064416506,386,1
064416507,203,2
064416508,156,1
064416512,323,4
064416513,574,3
064416514,708,1
064416515,1100,2
064416516,864,3
064416517,1148,2
064416518,701,1
064416601,842,1
064416602,936,2
064416603,1764,1
064416604,1000,4
064416605,73,2
064416606,939,1
064416607,1312,3
064416608,949,2
064416609,1182,3
064416610,727,4
064416611,1183,4
064416612,1222,3
064416613,839,1
064416614,792,2
064416615,1518,1
064416616,951,2
064416617,1229,1
064416618,1057,2
064416802,1556,3
064416803,831,3
064416804,762,4
064416805,1125,3
064416806,640,1
064416807,609,4
064416808,436,6
064416809,412,6
064416810,197,4
064416901,1283,2
064416902,1118,1
064416903,1076,3
064416904,1342,2
064416905,1045,1
064416906,1669,2
064416907,840,1
064416908,1339,1
064416909,1185,1
064416910,706,3
064416911,1185,2
064416912,400,1
064417001,1442,2
064417002,980,1
064417003,810,3
064417004,1747,1
064417005,1269,2
064417006,1134,1
064900101,823,1
064900102,1079,1
064900103,719,1
064900104,879,1
064900105,993,1
064900106,783,1
064900107,788,1
064900108,872,1
064900109,878,2
064900110,585,1
064900111,933,1
064900112,1090,1
064900113,572,1
064900114,868,1
064900201,1764,3
064900202,2045,2
064900203,1393,2
064900204,1225,2
064900205,1331,4
064900206,1372,2
064900207,1795,3
064900208,2009,3
064900209,1648,5
064900210,1387,4
064900301,1197,4
064900302,1365,2
064900303,967,5
064900304,470,3
064900305,610,1
064900306,1460,5
064900307,915,6
064900308,825,5
064900309,1166,5
064900310,1968,1
064900311,490,4
064900312,1148,1
064900313,1092,3
064900401,1389,3
064900402,1168,2
064900403,1052,1
064900404,998,1
064900405,1316,1
064900406,1343,2
064900407,1565,1
064900408,1337,2
064900409,915,1
064900410,1125,4
064900411,1539,4
064900412,840,1
064900413,1033,5
064900414,1734,3
064900501,1036,1
064900502,1305,4
064900503,855,3
064900504,829,5
064900505,734,5
064900506,1054,5
064900507,902,5
064900508,1452,5
064900509,919,6
064900510,1596,5
064900511,1098,4
064900512,1539,2
064900513,740,1
064900514,1156,3
064900515,1675,4
064900516,1765,5
064900601,779,6
064900602,1073,7
064900603,721,7
064900604,1036,5
064900605,669,5
064900606,599,7
064900607,1053,7
064900608,1231,7
064900609,798,5
064900610,712,7
064900611,778,7
064900612,833,7
064900613,959,8
064900614,1111,7
064900615,1006,8
064900701,806,5
064900702,943,5
064900703,1269,5
064900704,895,5
064900705,1136,8
064900706,1204,7
064900707,1149,5
064900708,631,8
064900709,714,8
064900710,993,6
064900711,746,4
064900712,1103,6
064900713,776,7
064900714,830,5
064900715,1001,5
064900801,708,8
064900802,684,8
064900803,1184,9
064900804,505,10
064900805,433,10
064900806,590,10
064900807,459,10
064900808,980,9
064900809,1082,8
064900901,1083,8
064900902,828,8
064900903,624,8
064900904,562,8
064900905,1120,9
064900906,948,9
064900907,783,10
064900908,764,10
064900909,573,10
064901001,692,8
064901002,1091,9
064901003,845,9
064901004,935,10
064901005,1212,10
064901006,544,10
064901007,602,9
064901008,795,10
064901009,825,6
064901010,926,8
064901011,1079,9
064901012,868,10
064901013,960,10
064901014,734,10
064901015,788,10
064901101,462,10
064901102,791,9
064901103,775,9
064901104,847,10
064901105,867,10
064901106,382,10
064901107,366,10
064901108,328,10
064901109,435,10
064901110,457,10
064901111,415,9
064901112,498,10
064901113,787,10
064901114,879,9
064901115,635,10
064901116,903,10
064901117,767,10
064901118,695,10
064901201,762,9
064901202,1058,9
064901203,893,9
064901204,522,9
064901205,514,9
064901206,956,9
064901207,908,9
064901208,819,9
064901209,894,8
064901210,939,8
064901301,1056,8
064901302,1041,9
064901303,932,7
064901304,618,7
064901305,705,6
064901306,1146,5
064901307,671,9
064901308,798,9
064901309,1259,8
064901310,1285,6
064901311,1219,5
064901312,1009,5
064901313,1004,5
064901314,1296,3
064901315,1499,5
064901401,1021,4
064901402,1108,4
064901403,735,5
064901404,796,3
064901405,982,6
064901406,729,7
064901407,805,7
064901408,797,6
064901409,793,5
064901410,1222,5
064901411,1128,3
064901412,1521,3
064901501,1087,1
064901502,1055,3
064901503,866,4
064901504,973,5
064901505,1100,3
064901506,660,3
064901507,848,4
064901508,892,4
064901509,684,4
064901510,1040,2
064901511,1272,5
064901601,1476,2
064901602,644,6
064901603,1200,4
064901604,585,7
064901605,1165,4
064901606,850,4
064901607,830,5
064901608,993,6
064901609,1111,6
064901701,1248,3
064901702,1346,3
064901703,1030,1
064901704,1320,5
064901705,1368,5
064901706,1383,5
064901707,1259,6
064901708,1494,4
064901709,998,5
064901801,1193,6
064901802,947,7
064901803,1057,8
064901804,1180,8
064901805,662,6
064901806,724,5
064901807,1151,5
064901808,1068,7
064901809,1114,7
064901810,1029,3
064901811,1161,6
064901812,1337,7
064901813,1422,7
064901814,1433,5
064901815,1653,4
064901816,1032,5
064901901,990,7
064901902,841,9
064901903,706,9
064901904,622,9
064901905,769,9
064901906,816,9
064901907,1081,7
064901908,757,9
064901909,469,9
064901910,971,8
064901911,703,7
064901912,577,8
064902001,902,8
064902002,850,9
064902003,1081,8
064902004,634,8
064902005,813,9
064902006,880,9
064902007,1110,8
064902008,690,6
064902009,651,8
064902101,1034,10
064902102,990,10
064902103,999,10
064902104,731,9
064902105,879,9
064902106,832,10
064902107,788,10
064902108,363,10
064902109,559,10
064902110,807,10
064902201,757,10
064902202,599,10
064902203,551,10
064902204,345,10
064902205,457,10
064902206,471,10
064902207,318,10
064902208,210,9
064902209,642,10
064902210,740,10
064902211,481,10
064902212,90,10
064902301,827,9
064902302,632,9
064902303,813,9
064902304,762,9
064902305,930,9
064902306,811,10
064902307,619,10
064902308,214,10
064902309,576,10
064902310,467,10
064902311,449,10
064902312,420,10
064902313,394,10
064902401,765,10
064902402,847,9
064902403,618,10
064902404,839,10
064902405,719,9
064902406,705,10
064902407,486,10
064902408,347,10
064902409,301,10
064902410,502,10
064902411,356,10
064902501,962,9
064902502,797,9
064902503,785,9
064902504,728,8
064902505,672,9
064902506,836,9
064902507,794,9
064902508,1042,8
064902601,878,7
064902602,745,8
064902603,933,9
064902604,443,7
064902605,635,8
064902606,913,9
064902607,1138,9
064902608,700,7
064902609,439,7
064902610,1090,9
064902611,788,9
064902612,809,7
064902613,857,7
064902701,865,8
064902702,1328,6
064902703,941,8
064902704,716,9
064902705,1336,7
064902706,998,7
064902707,894,8
064902708,940,7
064902709,870,4
064902710,1417,6
064902711,1525,6
064902712,1347,3
064902713,581,5
064902801,983,5
064902802,704,6
064902803,1136,7
064902804,1438,6
064902805,911,8
064902806,1196,7
064902807,704,6
064902808,598,6
064902809,595,7
064902810,1327,6
064902811,840,7
064902901,1338,5
064902902,1564,4
064902903,1138,2
064902904,1286,5
064902905,1258,2
064902906,1658,1
064902907,1488,4
064902908,1544,1
064902909,1399,5
064902910,1196,5
064902911,1453,5
064903001,936,6
064903002,1999,3
064903003,1010,4
064903004,979,5
064903005,1540,7
064903006,1086,5
064903007,953,5
064903008,1020,4
064903009,994,6
064903010,1124,7
064903101,907,1
064903102,1033,3
064903103,1503,2
064903104,1533,2
064903105,1291,3
064903106,1473,1
064903107,1332,1
064903108,1568,2
064903109,1138,1
064903110,920,4
064903201,1783,3
064903202,1704,2
064903203,1465,2
064903204,1212,1
064903205,1014,3
064903206,1919,2
064903207,1253,3
064903208,1610,1
064903209,889,4
064903210,1175,2
064903301,825,3
064903302,1125,3
064903303,1592,2
064903304,1133,2
064903305,1751,2
064903306,1248,1
064903307,905,2
064903308,1142,3
064903309,1428,3
064903310,1443,3
064903401,2254,2
064903402,1542,2
064903403,1148,2
064903404,1418,1
064903405,1628,2
064903406,1089,4
064903407,1063,1
064903408,907,5
064903409,1059,3
064903410,1360,1
064903411,1410,1
064903412,1297,2
064903413,1497,1
064903414,1425,1
064903415,914,4
