RADIO,PERSONAS,decil_NSE
580350408,876,8
580350409,907,7
580350410,1040,8
580350411,888,8
580350412,1044,7
580350413,541,4
580350414,969,5
580350415,799,5
580350416,746,5
580350417,652,10
580350418,580,10
580350419,941,9
580350420,825,10
580350421,574,10
580350501,410,10
580350502,724,9
580350503,821,9
580350504,312,10
580350505,468,9
580350506,526,10
580350507,473,9
580350508,372,10
580350509,487,10
580350510,552,10
580350511,642,10
580350512,525,8
580350513,584,8
580350514,462,9
580350515,519,9
580350516,661,10
580350517,411,10
580350518,286,9
580350519,366,9
580350520,307,9
580350521,444,9
580350522,483,10
580350523,411,10
580350601,1072,7
580350602,475,10
580350603,530,9
580350604,537,9
580350605,654,9
580350606,608,6
580350607,706,3
580350608,1016,8
580350609,755,9
580350610,584,9
580350611,598,10
580350612,615,10
580350613,597,9
580350614,647,9
580350615,491,10
580350616,447,8
580350617,556,9
580350618,178,10
580350702,496,8
580350703,856,8
580350704,1385,3
580350705,1007,2
580350706,1190,2
580350707,1101,2
580350708,1375,2
580350709,1104,4
580350710,1065,3
580350711,1279,2
580350712,1353,2
580350713,859,3
580350714,834,3
580350715,1002,3
580350802,1625,3
580350803,1344,2
580350804,775,2
580350805,333,8
580350806,1195,4
580350807,1174,1
580350808,624,4
580350809,996,3
580350810,1264,4
580350811,1116,4
580350812,768,3
580350813,903,3
580350814,1495,1
580350815,958,3
580350816,1347,2
580350817,1027,5
580350818,650,7
580350819,811,8
580350820,900,3
580350821,747,2
580350822,1518,2
580350823,1123,3
580350824,647,1
580350825,894,2
580350826,887,2
580350901,805,1
580350902,1035,3
580350903,1191,5
580350904,1351,2
580350905,837,1
580350906,1021,1
580350907,1158,5
580350908,1125,4
580350909,1263,6
580350910,1077,6
580350911,1100,2
580350912,1076,4
580350913,1459,2
580350914,1150,1
580350915,887,2
580350916,994,2
580350917,1137,3
580350918,1163,4
580351001,683,5
580351002,968,4
580351003,694,6
580351004,806,8
580351005,1257,2
580351006,1378,6
580351007,718,4
580351008,930,8
580351009,970,6
580351010,580,3
580351011,794,7
580351012,1083,1
580351013,1717,8
580351014,680,7
580351015,960,5
580351016,769,7
580351017,745,9
580351018,511,7
580351101,804,7
580351102,743,5
580351103,1348,3
580351104,1287,7
580351105,658,8
580351106,1078,6
580351107,1194,7
580351108,694,7
580351109,338,8
580351110,709,7
580351111,27,NA
580351113,1108,3
580351114,920,2
580351115,1059,1
580351116,580,8
580351117,1533,2
580351118,797,7
580351119,684,8
580351120,585,6
580351121,820,8
580351122,924,7
580351123,693,9
580351124,454,7
580351125,537,8
580351126,551,4
580351201,801,6
580351202,413,8
580351203,618,6
580351204,1205,4
580351205,1410,3
580351206,772,5
580351207,692,4
580351208,727,6
580351209,997,6
580351210,721,5
580351211,491,5
580351212,651,7
580351213,702,6
580351214,702,5
580351215,932,4
580351216,817,6
580351301,614,7
580351302,421,8
580351303,275,6
580351304,396,6
580351305,419,6
580351306,745,6
580351307,691,6
580351308,498,7
580351309,862,7
580351310,1129,5
580351311,700,3
580351312,855,5
580351313,1169,5
580351314,733,5
580351315,1006,4
580351316,966,7
580351401,557,5
580351403,1015,6
580351404,941,4
580351405,819,6
580351406,467,8
580351407,927,5
580351408,922,6
580351409,888,5
580351410,1284,6
580351411,1668,2
580351412,1046,7
580351413,1174,6
580351414,1291,7
580351415,675,3
580351416,462,8
580351417,1152,3
580351418,1365,7
580351419,1048,3
580351420,141,10
580351421,726,4
580351422,730,8
580351501,1186,5
580351502,639,5
580351503,1008,8
580351504,808,4
580351505,1312,5
580351506,1252,4
580351507,1116,4
580351508,934,10
580351509,967,8
580351510,1163,4
580351511,1041,5
580351512,758,9
580351513,839,6
580351514,974,10
580351515,613,10
580351802,907,7
580351803,844,4
580351804,567,4
580351805,1033,6
580351806,671,5
580351807,1038,7
580351808,905,4
580351809,988,5
580351810,990,6
580351813,918,1
580351815,951,4
580351816,916,7
580351817,704,1
580351818,845,9
580351819,568,6
580351820,735,4
580351821,807,3
580351822,658,4
580351823,824,7
580351826,922,1
580351902,1057,3
580351903,860,5
580351904,954,4
580351905,1091,5
580351906,945,5
580351907,881,7
580351908,1166,6
580351909,1182,5
580351910,833,2
580351912,317,9
580351913,728,3
580352401,946,2
580352402,951,2
580352403,1785,1
580352404,1510,2
580352405,1041,1
580352406,946,1
580352407,928,1
580352408,1009,1
580352409,845,1
580352410,1173,1
580352411,1378,3
580352412,1191,2
580352413,833,1
660350109,1972,3
660350110,1200,5
660350111,1098,4
660350112,1084,6
660350113,1174,5
660350114,1263,3
660350115,824,4
660350116,1408,4
660350117,1773,4
660350118,1080,1
660350119,813,1
660350120,1404,2
660350121,898,2
660350122,1254,1
660350123,1398,5
660350124,1310,6
860351108,1771,6
860351109,1949,3
860351205,1640,3
860351206,917,4
860351207,1855,5
860351208,1252,5
860351209,918,8
860351210,870,9
860351211,1058,3
860351213,1315,1
860351214,1599,5
860351215,1163,5
860351216,810,7
860351217,976,7
860351218,847,6
860351219,2016,2
860351220,1075,4
860351221,109,7
860351301,1508,4
860351302,1428,1
860351303,1753,2
860351304,829,4
860351305,636,9
860351306,885,7
860351307,1750,1
860351308,1979,3
860351309,1039,3
860351310,1224,1
860351311,1062,7
860351312,1142,5
860351313,1282,6
860351314,1251,3
860351315,1588,1
860351316,1602,1
860351317,927,6
860351318,1295,2
860351319,1556,4
860351401,2167,1
860351402,1313,1
860351403,1947,2
860351404,1328,3
860351405,1688,1
860351406,1081,3
860351407,1089,1
860351408,1241,3
860351409,1029,5
860351410,939,8
860351411,730,9
860351412,1122,7
860351413,900,7
860351414,1891,2
860351415,1148,3
860351416,1011,4
860351501,824,8
860351502,1059,6
860351503,969,4
860351504,1485,5
860351505,1048,5
860351506,1632,3
860351507,1049,9
860351508,453,9
860351509,839,8
860351510,1438,4
860351511,1661,2
860351512,916,2
860351513,1385,1
860351514,1288,1
860351515,1187,8
860351516,1349,2
860351517,1126,2
860351601,588,9
860351602,655,9
860351603,982,8
860351604,1311,8
860351605,910,8
860351606,733,5
860351607,1194,7
860351608,939,7
860351609,1473,6
860351610,1435,7
860351611,1105,2
860351612,1885,2
860351613,1119,5
380420205,1026,3
380420206,532,1
380420208,1484,2
380420401,1627,1
380420402,1295,5
380420403,1268,4
380420404,1471,3
380420405,1031,4
380420406,879,4
380420407,1474,3
380420408,1278,2
380420409,1123,2
380420410,1115,1
380420411,1283,1
380420412,546,3
380420413,1004,1
380420414,1627,2
380420501,1452,1
380420502,1211,3
380420503,1269,3
380420504,1068,3
380420505,1173,1
380420506,1337,1
380420507,933,4
380420508,902,1
380420509,1259,4
380420510,924,3
380420511,905,3
380420512,1434,3
380420513,996,2
380420601,936,7
380420602,1017,5
380420603,1014,4
380420604,1168,9
380420605,804,7
380420606,751,5
380420607,1602,4
380420608,999,8
380420609,1724,7
380420610,1593,7
380420611,940,7
380420612,887,4
380420613,1235,3
700420101,779,4
700420102,1653,3
700420103,993,6
700420104,2410,2
700420105,1338,5
700420106,1538,4
700420107,798,3
700420108,1079,2
700420109,1019,3
700420110,1107,2
700420111,1056,1
700420112,927,2
700420201,1438,6
700420202,952,2
700420203,1670,2
700420204,2079,1
700420205,1081,3
700420206,1331,4
700420207,2089,3
700420208,940,1
700420209,1492,4
700420210,1270,7
700420211,866,5
700420212,1725,4
700420213,1440,3
700420214,1098,3
700420215,891,4
700420216,1600,4
700420217,1540,2
700420301,1283,1
700420302,1329,3
700420303,1282,1
700420304,166,4
700420401,1196,3
700420402,2223,1
700420403,927,1
700420404,1473,1
700420405,1365,2
700420406,1880,1
700420407,1479,2
700420408,1322,1
700420409,1057,1
700420410,1033,2
700420411,987,2
700420412,1408,6
700420413,1386,5
700420414,1825,2
700420415,1099,5
700420416,1187,7
700420417,1707,3
700420418,771,5
700420419,690,4
700420501,1506,3
700420502,1320,4
700420503,930,5
700420504,1330,5
700420505,1792,1
700420506,1474,3
700420507,1676,3
700420508,1278,4
700420509,1225,5
700420510,1558,7
700420511,921,6
700420512,1086,5
700420513,1173,4
700420514,1752,2
700420515,963,1
100490102,1941,2
100490103,1268,7
100490108,1174,2
100490109,840,4
100490110,1578,3
100490113,2002,2
100490114,1778,1
100490201,1121,3
100490202,1023,6
100490203,1189,7
100490204,923,8
100490205,950,8
100490206,640,10
100490207,1187,10
100490208,1328,9
100490209,909,8
100490210,752,10
100490211,674,10
100490212,880,8
100490213,678,9
100490214,774,8
100490215,660,8
100490216,1158,10
100490217,846,8
100490218,769,8
100490219,990,10
100490220,522,10
100490221,612,10
100490301,1419,7
100490302,1127,5
100490303,1231,4
100490304,1058,5
100490305,1163,3
100490306,1051,1
100490307,1067,1
100490308,1424,1
100490309,1744,1
100490310,746,5
100490311,1181,9
100490312,760,8
100490313,656,7
100490314,957,5
100490315,998,7
100490316,578,10
100490317,1090,9
100490318,604,10
100490319,881,9
100490320,976,9
100490321,502,10
100490322,315,10
100490323,424,10
100490324,799,9
100490401,783,7
100490402,735,9
100490403,818,8
100490404,1653,2
100490405,1375,1
100490406,1419,2
100490407,1714,1
100490408,929,4
100490409,1387,9
100490410,993,8
100490411,1048,6
100490412,933,9
100490413,883,8
100490414,947,7
100490415,1164,5
100490416,1331,7
100490417,897,6
100490418,1061,9
100490419,1164,5
100490501,773,9
100490502,562,10
100490503,755,5
100490504,708,8
100490505,1061,4
100490506,820,2
100490507,762,4
100490508,868,8
100490509,703,9
100490510,1362,5
100490511,788,5
100490512,1675,1
100490513,1832,1
100490514,580,3
100490515,1807,1
100490516,1641,1
100490517,728,1
100490601,852,8
100490602,594,10
100490603,576,10
100490604,475,10
100490605,661,8
100490606,781,7
100490607,1138,6
100490608,494,9
100490609,964,7
100490610,790,6
100490611,1168,4
100490612,923,4
100490613,1321,5
100490614,780,4
100490615,1466,4
100490616,1248,2
100490617,837,2
100490618,1164,3
100490619,855,5
100490701,1063,9
100490702,751,9
100490703,872,9
100490704,872,3
100490705,657,7
100490706,1493,4
100490707,1659,4
100490708,1092,6
100490709,1131,3
100490710,1181,3
100490711,1222,3
100490712,1502,6
100490801,739,4
100490802,1104,6
100490803,1450,4
100490804,962,3
100490805,1157,2
100490806,870,4
100490807,1121,6
100490808,1875,1
100490809,1018,2
100490810,1444,2
100490811,1195,1
100490812,893,1
100490813,1799,7
100490904,1154,7
100490905,636,6
100490906,1814,5
100490907,1183,2
100490908,1081,1
100490909,1431,1
100490910,966,1
100490911,880,5
500490203,770,1
500490204,1224,1
500490205,1253,2
500490206,1334,2
500490207,1709,1
500490208,1122,1
500490209,1313,1
500490210,1345,2
500490211,1163,1
500490212,1444,4
500490213,1495,2
500490214,1168,2
500490215,1345,2
500490216,1780,1
500490217,1019,1
500490218,1169,3
500490219,1889,1
500490220,1239,3
500490221,1808,1
500490301,1193,1
500490303,1341,1
500490304,1304,2
500490305,1221,4
500490306,1481,1
500490307,113,3
500490308,1143,1
500490309,1791,1
500490310,630,7
500490311,648,8
500490312,847,8
500490316,1390,1
500490317,1297,2
500490318,903,2
500490319,1045,1
500490320,1138,1
500490321,1345,1
500490401,893,3
500490402,1190,4
500490403,1114,5
500490404,1034,4
500490405,717,4
500490406,694,6
500490407,982,3
500490408,656,3
500490409,1286,3
500490410,903,3
500490411,1096,5
500490412,845,5
500490413,493,2
500490414,1059,4
500490506,478,6
500490507,1377,4
500490701,956,2
500490702,952,2
500490703,912,3
500490704,1437,3
500490705,1412,3
500490706,762,4
500490707,802,3
500490708,834,3
500490709,1080,1
500490710,518,4
500490711,935,3
500490712,904,4
500490713,890,4
500490714,520,3
500490715,901,5
500490801,1069,2
500490802,1177,5
500490803,825,3
500490804,1208,1
500490805,1615,2
500490806,1106,1
500490807,1287,2
500490808,1648,2
500490809,1423,1
500490810,1123,2
500490811,1456,2
500490812,1712,4
500490813,492,5
500490814,1069,5
500490815,1341,4
500490816,763,1
500490817,1200,5
500490818,983,3
500490819,772,1
500490820,837,3
500490901,1207,4
500490902,802,4
500490903,764,2
500490904,638,3
500490905,1133,2
500490906,1071,6
500490907,909,5
500490908,667,3
500490909,1001,4
500490910,910,3
500490911,1245,8
500490912,563,4
500490913,933,3
500490914,935,2
500490915,958,6
500490916,1154,3
500490917,765,4
500490918,705,4
500490919,541,3
500491001,1776,5
500491002,1218,4
500491003,768,4
500491004,543,3
500491005,897,4
500491006,704,2
500491007,1427,2
500491008,676,7
500491009,736,6
500491010,950,6
500491011,809,8
500491012,1017,9
500491013,730,7
500491103,1403,1
500491105,513,9
500491106,723,9
500491107,421,10
500491108,627,10
500491109,668,10
500491110,1263,5
500491111,903,7
500491112,1217,5
500491113,450,2
500491114,1015,2
500491115,710,2
500491116,1181,1
500491117,1478,2
500491118,821,2
500491119,1067,2
500491201,730,2
500491202,970,7
500491203,1461,4
500491204,669,9
500491205,1059,7
500491206,827,10
500491207,1153,9
500491208,763,4
500491209,653,8
500491210,788,9
500491211,591,9
500491212,1264,9
500491213,857,5
500491214,680,7
500491215,1303,6
500491216,1043,5
500491217,733,9
500491301,1114,2
500491302,2016,1
500491303,1222,1
500491304,1316,1
500491305,933,1
500491306,956,1
500491307,1546,2
500491308,1482,2
500491309,1398,3
500491310,1405,3
500491311,1371,3
500491312,1603,1
500491313,991,2
500491314,714,4
500491401,998,7
500491402,1515,7
500491403,972,6
500491404,543,6
500491405,1254,4
500491406,1244,5
500491407,1094,6
500491408,1145,6
500491409,882,7
500491410,1306,5
500491411,668,3
500491412,1351,1
500491413,1413,1
500491414,767,5
860490303,1496,8
860490304,1009,8
860490305,1383,7
860490306,1490,6
860490307,1279,3
860490308,1118,1
860490309,1291,2
860490310,919,2
860490311,1154,2
860490312,863,3
860490313,511,6
860490314,1436,5
860490503,1210,2
860490504,1321,6
860490505,797,4
860490506,1419,5
860490507,1132,3
860490508,1231,8
860490509,1675,5
860490510,559,1
860490511,1115,4
860490512,1336,4
860490513,1190,1
860490514,1755,2
860490515,1069,6
860490516,1524,7
860490517,871,7
860490518,1154,6
860490519,1319,7
860490520,1064,6
860490521,714,7
860490522,1421,2
860490523,379,8
860490801,1258,6
860490802,973,4
860490803,675,6
860490804,877,7
860490805,638,9
860490806,482,10
860490807,676,7
860490808,575,8
860490809,866,5
860490810,974,9
860490811,670,8
860490812,1455,5
860490813,982,6
860490814,847,5
860490815,1043,1
860490816,936,1
860490817,1521,4
860490818,905,2
860490819,920,6
860490901,1214,3
860490902,868,7
860490903,750,9
860490904,957,9
860490905,796,10
860490906,614,10
860490907,480,10
860490908,458,10
860490909,708,10
860490910,333,10
860490911,402,10
860490912,454,10
860490913,597,10
860490914,599,10
860490915,812,10
860490916,765,9
860490917,954,7
860490918,1013,9
860490919,785,8
860490920,347,10
860490921,604,10
860490922,462,10
860491001,1439,5
860491002,1080,2
860491003,2399,1
860491004,1381,1
860491005,1114,6
860491006,1827,1
860491007,1611,3
860491008,1345,2
860491009,907,9
860491010,624,10
860491011,634,10
860491012,913,10
860491013,527,9
860491014,572,10
860491015,873,10
860491016,951,9
860491017,1730,3
860491018,1358,2
860491019,1495,2
860491020,1156,4
860491101,1491,4
860491102,1193,7
860491103,1479,5
860491104,870,8
860491105,964,6
860491106,1504,3
860491107,923,9
860491108,1008,9
860491109,1323,10
860491110,908,10
860491111,1117,10
860491112,1383,8
860491113,1553,3
860491114,1322,4
860491115,1171,8
860491201,954,9
860491202,766,9
860491203,951,9
860491204,914,7
860491205,802,6
860491206,1009,8
860491207,829,6
860491208,1191,6
860491209,871,4
860491210,1340,5
860491211,678,6
860491212,700,5
860491213,1002,6
860491214,832,8
860491215,997,7
860491216,1116,4
860491217,1176,3
860491218,894,5
860491219,859,8
860491220,876,3
860491301,954,10
860491302,712,10
860491303,730,10
860491304,972,10
860491305,981,10
860491306,924,9
860491307,953,4
860491308,1116,4
860491309,1186,9
860491310,963,9
860491311,840,10
860491312,610,10
860491313,401,9
860491314,551,10
860491401,629,9
860491402,987,8
860491403,1215,7
860491404,937,7
860491405,967,8
860491406,1070,6
860491407,934,5
860491408,804,3
860491409,616,8
860491410,1003,6
860491411,930,7
860491412,1275,6
860491413,906,8
860491414,864,5
860491415,1245,6
860491501,1111,6
860491502,1000,3
860491503,1194,9
860491504,1003,9
860491505,761,8
860491506,1506,6
860491507,1039,3
860491508,1841,3
860491509,1165,8
860491510,1113,7
860491511,1013,3
860491512,1355,2
860491513,642,10
860491514,1656,3
860491601,1570,4
860491602,1548,2
860491603,1245,2
860491604,1322,4
860491605,1515,2
860491606,1064,1
860491607,1546,1
860491608,917,9
860491609,902,9
860491610,1446,1
860491611,692,9
860491612,1025,9
860491613,1278,7
860491614,951,1
860491615,1451,2
860491616,1136,1
860491701,730,1
860491702,868,5
860491703,1039,4
860491704,1233,4
860491705,1157,5
860491706,1254,2
860491707,1441,1
860491708,992,2
860491709,1552,3
860491710,1466,1
860491711,1242,2
860491712,1965,1
860491713,1328,3
860491714,1315,2
860491715,1281,7
860491716,1184,1
860491717,1181,6
860491718,1277,1
860491801,1267,1
860491802,1563,1
860491803,1373,2
860491804,1453,5
860491805,1374,7
860491806,849,8
860491807,1199,7
860491808,1065,8
860491809,1258,8
860491810,1207,8
860491811,913,3
860491812,362,4
860491813,812,7
860491814,852,8
860491815,1328,4
860491816,1147,7
860491817,1322,4
860491901,891,4
860491902,1581,5
860491903,1611,5
860491904,1356,4
860491905,1283,5
860491906,1496,5
860491907,1016,3
860491908,1375,6
860491909,1062,5
860491910,227,2
860491911,1162,6
860491912,1210,4
860491913,646,4
860491914,1210,5
860491915,730,3
860491916,1226,4
060560101,698,9
060560102,741,10
060560103,747,10
060560104,339,10
060560105,390,10
060560106,356,10
060560107,394,10
060560108,1017,7
060560109,360,10
060560110,492,10
060560111,607,10
060560112,550,10
060560113,526,9
060560114,403,10
060560115,520,8
060560116,473,9
060560117,467,10
060560118,367,10
060560119,636,10
060560201,1082,1
060560202,1274,3
060560203,556,10
060560204,607,10
060560205,573,10
060560206,442,9
060560207,698,9
060560208,892,7
